_c0,message_id,type,type_id,org,comment,ticket_id,coords,photo,after_photo,address,district,subdistrict,province,timestamp,problem_type_abdul,status,star,count_reopen,state
1039,290584,,91,กรุงเทพมหานคร,รถแทรก,2022-FNEUQK,"['100.48576', '13.71923']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/26bf007441c76a6d5a48645cb3552bdf11d8d31f.jpg,,โพธิ์นิมิตร ถนน ราชพฤกษ์ แขวง บุคคโล เขตธนบุรี กรุงเทพมหานคร 10600 ประเทศไทย,ธนบุรี,บุคคโล,กรุงเทพมหานคร,2022-12-09 00:22:07.570267+00,{},inprogress,,0,รอรับเรื่อง
1341,289945,ร้องเรียน,12,กรุงเทพมหานคร,น้ำเสีย มีกลิ่นเหม็น ซึมขึ้นมาจากพื้นถนนคะ ได้แจ้งผ่าน ib เพจเฟสบุ๊กของเขตหลักสี่ตั้งแต่เดือนกันยายนแล้ว แต่ไม่มีเจ้าหน้าที่เข้ามาตรวจสอบหรือแก้ไขอะไรให้เลย ตอนนี้เดือดร้อนคะ น้ำกระเด็นเข้าบ้านเวลามีคนขับมอเตอร์ไซค์ผ่าน และกลิ่นเหม็นเข้าบ้านตลอด ผู้สูงอายุเดินผ่านตรงจุดนี้มักจะลื่นเป็นประจำคะ,2022-D9MARA,"['100.58260', '13.90074']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/2baa8ae2dd0e0b4fa1eda4f95d0aeb410e5b989d.jpg,,320/64 ซอย เคหะทุ่งสองห้อง แขวง ทุ่งสองห้อง เขต หลักสี่ กรุงเทพมหานคร 10210 ประเทศไทย,หลักสี่,ทุ่งสองห้อง,กรุงเทพมหานคร,2022-12-08 02:34:36.529741+00,{ร้องเรียน},inprogress,,0,กำลังดำเนินการ
22,292230,ถนน,9,กรุงเทพมหานคร,แผงกั้นเหล็กริมถนนพังมาหลายเดือนแล้ว,2022-42RW4K,"['100.50928', '13.67111']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/08abfda8a9827c17a93f2ba54b6c299b6dfe79aa.jpg,,Opposite Suksawat Km.9 (To Expressway) แขวง ราษฎร์บูรณะ เขตราษฎร์บูรณะ กรุงเทพมหานคร 10140 ประเทศไทย,ราษฎร์บูรณะ,ราษฎร์บูรณะ,กรุงเทพมหานคร,2022-12-11 13:52:39.311628+00,{ถนน},report,,0,รอรับเรื่อง
99,292085,"ต้นไม้,ถนน,ร้องเรียน",12,กรุงเทพมหานคร,เรื่อง ได้รับความเดือดร้อนเสียหาย,,,,,,,,,,,,,,
คลิป https://1drv.ms/v/s!AhG8nJt7pzqhhJdUrPdwdWsXIpkuzA,,,,,,,,,,,,,,,,,,,
755,291155,ร้องเรียน,12,กรุงเทพมหานคร,ร้องเรียนเจ้าหน้าที่อาคารจอดรถกรุงเทพมหานคร ทำการปล่อยปละละเลยให้ผู้ค้าที่ทำการค้านำอุปกรณ์การค้ามาเก็บไว้ในตัวอาคารทำให้เดินไม่สะดวกและยังไม่สวยงามดังรูปที่ส่งให้ ทั้งที่เป็นสถานที่ของราชการไม่สมควรอย่างยิ่ง หรือว่านอกจากรับฝากรถแล้วยังรับฝากอุปกรณ์การค้าด้วย ช่วยให้หน่วยงานที่รับผิดชอบตรวจสอบทีและที่สำคัญจะวางอุปกรณ์การค้าทั้งหมดในทุกๆคืนวันอาทิตย์ถึง15.00นของวันจันทร์,2022-E4AVUN,"['100.49838', '13.76096']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/3fe7e6269a15e11fbeb0e60fddd6550472057e4c.jpg,,209-211 ถนน ไกรสีห์ แขวง ตลาดยอด เขตพระนคร กรุงเทพมหานคร 10200 ประเทศไทย,พระนคร,ตลาดยอด,กรุงเทพมหานคร,2022-12-09 11:59:06.32937+00,{ร้องเรียน},inprogress,,0,กำลังดำเนินการ
938,290773,,12,กรุงเทพมหานคร,ข้างบ้านมีทำก่อสร้าง/รื้อถอน รถไฟใต้ดินผนังบ้านที่ต่อเติมใหม่ร้าวและเค้าไม่รับผิดชอบ,2022-FVZVTM,"['100.60909', '13.75020']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/d143812d194c1bf49f927f9798a8c9490272b37a.jpg,,1950/2 ถนน รามคำแหง แขวง หัวหมาก เขตบางกะปิ กรุงเทพมหานคร 10240 ประเทศไทย,บางกะปิ,หัวหมาก,กรุงเทพมหานคร,2022-12-09 04:00:50.542764+00,{},inprogress,,0,รอรับเรื่อง
1361,289917,ป้าย,5,กรุงเทพมหานคร,ป้ายกองโจร,2022-ZNYPL7,"['100.43845', '13.73693']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/95b0088b1f53229da4dad6f7f8b8cfbe815e150a.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/a98f7855be87783ecb0c4619ffe9422c2cb52fa4.jpg,62 ถ. บางแวก แขวง บางแวก เขตภาษีเจริญ กรุงเทพมหานคร 10160 ประเทศไทย,ภาษีเจริญ,บางแวก,กรุงเทพมหานคร,2022-12-08 02:12:56.562716+00,{ป้าย},finish,5,0,เสร็จสิ้น
🚶‍♀️🚶‍♂️ทางเดิน ทรุดตัว แผ่นปูแตก,,,,,,,,,,,,,,,,,,,
🚩ตรง เค เอฟ ซี ไปจนถึง ⛽ปตท.,,,,,,,,,,,,,,,,,,,
65,292148,"ความปลอดภัย,ท่อระบายน้ำ",9,กรุงเทพมหานคร,แจ้งเรื่องท่อระบายน้ำชำรุดค่ะ ซอยเย็นจิต(จันทน์24) หน้าภัตตาคารเมย์แฟร์ เหยียบแล้วร่วงลงไปค่ะ เดี๋ยวจะเกิดอันตรายค่ะ รบกวนให้เจ้าหน้าที่ซ่อมแซมหน่อยนะคะ ขอบคุณค่ะ,2022-ND74P7,"['100.52427', '13.70879']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/b776275ccab0fe58ee6c96b91dbf70c5e014468b.jpg,,PG5F+GP4 ถ. จันทน์ แขวง ทุ่งวัดดอน เขต สาทร กรุงเทพมหานคร 10120 ประเทศไทย,สาทร,ทุ่งวัดดอน,กรุงเทพมหานคร,2022-12-11 10:57:42.453364+00,"{ความปลอดภัย,ท่อระบายน้ำ}",inprogress,,0,รอรับเรื่อง
89,292102,,5,กรุงเทพมหานคร,ยังไม่ได้รับการแก้ไข,2022-HWVCXE,"['100.51864', '13.73983']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/34a183f0fc701fae1ec32cb20d2b7ee8db2acf54.jpg,,80/10 ถนน รองเมือง แขวง รองเมือง เขตปทุมวัน กรุงเทพมหานคร 10330 ประเทศไทย,ปทุมวัน,รองเมือง,กรุงเทพมหานคร,2022-12-11 08:48:42.373876+00,{},report,,0,รอรับเรื่อง
329,291715,ถนน,12,กรุงเทพมหานคร,ช่วยทำที่กันทางม้าลายด้วยไม่ให้มอไซผ่านได้  ทั้งเส้นคู้ขวาเลย เขตหนองจอก  ทางม้าลายคิดว่าที่กลับรถมอไซค์,2022-6DC4HX,"['100.80238', '13.84942']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/272f31a8766ed03b0fb35c91691681f1bc72ece2.jpg,,46 ถนน เลียบวารี แขวง โคกแฝด เขต หนองจอก กรุงเทพมหานคร 10530 ประเทศไทย,หนองจอก,โคกแฝด,กรุงเทพมหานคร,2022-12-10 11:14:15.474957+00,{ถนน},inprogress,,0,รอรับเรื่อง
333,291711,ถนน,91,กรุงเทพมหานคร,จอดมันได้ทุกวัน 10/12 17:50 จะให้แจ้งไปถึงไหนเข้าใจภาษาคนมะครับหรือรู้แต่ภาษาเงินอย่างเดียว พูดแต่รับทราบครับส่งเจ้าหน้าที่ตรวจสอบ พูดไปวันๆแต่ไม่เคยทำ,,,,,,,,,,,,,,
467,291545,เสียงรบกวน,19,กรุงเทพมหานคร,"\"ร้านซ่อมรถมอเตอร์ไซด์ ชื่อ \"\"167 มอเตอร์เซอร์วิส\"\" ซ่อมรถเสียงดังและรับแต่งรถ/ทำท่อไอเสีย ทำให้มีรถมาเบิ้ลเครื่องเสียงดังเวลากลางคืน ชาวบ้านบริเวณใกล้เคียงนอนหลับพักผ่อนไม่ได้ (ทำงานตอนกลางคืนทุกวัน)\"",2022-3EXGQN,"['100.42085', '13.70655']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/eaf9b053233eab3e754bced1d9a75228dc3e4460.jpg,,25 ซอย สุขาภิบาล 1 แขวง บางแค เขตบางแค กรุงเทพมหานคร 10160 ประเทศไทย,บางแค,บางแคเหนือ,กรุงเทพมหานคร,2022-12-10 06:28:24.570982+00,{เสียงรบกวน},inprogress,,0,กำลังดำเนินการ
531,291462,ถนน,5,กรุงเทพมหานคร,ตลาดประชานิเวศน์ 1 จตุจักร แม่ค้าเทเศษอาหารลงที่พื้นลานจอดรถฝั่งที่เก็บเงิน ติดกับ รพ.สัตว์ ไม่ควรทำเพราะสร้างความสกปรก เวลารถมาจอดก็จะจอดทับติดล้อไป ทำให้ถนนที่อื่นสกปรกไปด้วย ขอให้อบรมบรรดาแม่ค้าในตลาดแห่งนี้ด้วย,2022-9UA8DM,"['100.54474', '13.84067']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/2c4ef9d4ba3d8e46a658038dfe758eb70cef8531.jpg,,99/155 ถนน เทศบาลรังสฤษดิ์เหนือ แขวง ลาดยาว เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย,จตุจักร,ลาดยาว,กรุงเทพมหานคร,2022-12-10 04:59:35.608433+00,{ถนน},inprogress,,0,รอรับเรื่อง
"เปิดทางเข้า-ออก ในการขนวัสดุ เหล็ก ดิน และ อื่นๆ ตรงข้าม ทางเดินเท้า เข้า-ออก ของอาคาร เกรงจะเกิดอันตรายกับผู้ใช้ทางเดินเท้า\"",2022-HGTTNE,"['100.60513', '13.70197']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/7223393b33f26f57559a3baa6d1206f3efcdbfc4.jpg,,32 ซอย สุขุมวิท 87 แขวง บางจาก เขตพระโขนง กรุงเทพมหานคร 10260 ประเทศไทย,พระโขนง,บางจาก,กรุงเทพมหานคร,2022-12-10 01:31:06.708476+00,"{ทางเท้า,ความปลอดภัย}",inprogress,,0,กำลังดำเนินการ,,,,,
🚩นวมินทร์ 42 แยก 13,,,,,,,,,,,,,,,,,,,
"เห็นมา2เดือนแล้ว เด็กนร. ผู้ปกครอง ผ่านไปมา อาจเกิดอันตรายได้\"",2022-N32ED9,"['100.56935', '13.77753']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/1fbb233043187699269440e39d3d18b24eb6f7dd.jpg,,2000/22 ถนน ประชาสงเคราะห์ แขวง ดินแดง เขตดินแดง กรุงเทพมหานคร 10400 ประเทศไทย,ดินแดง,ดินแดง,กรุงเทพมหานคร,2022-12-09 11:55:04.377579+00,{สายไฟ},report,,0,รอรับเรื่อง,,,,,
855,290980,ถนน,91,กรุงเทพมหานคร,ถนนเป็นหลุม,2022-MN9BQA,"['100.62643', '13.73614']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/cfabf1b29f373461e5a8fdea6cc5b7f3dd2a3091.jpg,,92 33 ซอย พัฒนาการ 40 แขวง สวนหลวง แขวงสวนหลวง กรุงเทพมหานคร 10250 ประเทศไทย,สวนหลวง,สวนหลวง,กรุงเทพมหานคร,2022-12-09 08:22:52.588987+00,{ถนน},inprogress,,0,รอรับเรื่อง
การหักค่าใช้จ่ายตรง,,,,,,,,,,,,,,,,,,,
1290,290052,เสียงรบกวน,12,กรุงเทพมหานคร,มีนักเรียนเลิกเรียนแล้วไม่ยอมกลับบ้าน  จับกลุ่มมั่วสุ่มอยู่ภายในสวนบึงกระเทียมฝั่งรามอินทราตรงข้าม ร.ร  เศรษฐบุตรบำเพ็จ จับกลุ่มสูบบุหรี่ บ้างกลุ่มดื่มเหลา  น้ำใบกระเทีบม  กัญชา (มีร้านค้าบ้างร้านบริเวณใก้ลสวนบึงกระเทียมขายเหลาและบุหรี่ใหั)ส่งเสียงดัง มีตั้งแต่กลุ่มใหญ่หลายคน  และมีกลุ่มสองคนชายหญิง หลายคู่นั่งกอดจูบซึ่งไม่เหมาะสมกับวัย เป็นแบบนี้เกือบทุกวันที่มีการเรียน  ตั้งแต่เลา15.00-19.00 อยากให้เจ้าหน้าทีที่มีส่วนเกี่ยวข้อง ช่วยแก้ไขด้วย  เพื่อให้ลูกหลานเยาวชนที่เป็นอนาคตของชาติ ทำตัวให้เหมาะสม และเป็นคนดีต่อสังคม  เป็นอนาคตของชาติที่ดีต่อไป,2022-8WMP6X,"['100.70705', '13.81254']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/bcfdeabbc76dca176abb09c7c1962ce7dacca178.jpg,,44/10 ซอย รามอินทรา 84 มีนบุรี กรุงเทพมหานคร 10510 ประเทศไทย,มีนบุรี,มีนบุรี,กรุงเทพมหานคร,2022-12-08 04:35:40.451504+00,{เสียงรบกวน},inprogress,,0,กำลังดำเนินการ
1325,289977,ถนน,91,กรุงเทพมหานคร,การคืนผิวจราจร จากการสร้างรถไฟฟ้า สายสีส้ม ผิวจราจรไม่ได้ระดับ แก้ปัญหาด้วยวิธีมักง่าย รบกวนช่วยดำเนินการกับบริษัทผู้รับเหมาด้วยครับ ถนนรามคำแหงเละเทะมาก,2022-3CPXU4,"['100.69645', '13.78946']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/6d980782d274ef7ccd290d7faf7319ec66aa213b.jpg,,211 ถนน รามคำแหง แขวง สะพานสูง เขตสะพานสูง กรุงเทพมหานคร 10240 ประเทศไทย,สะพานสูง,ราษฎร์พัฒนา,กรุงเทพมหานคร,2022-12-08 03:18:47.109639+00,{ถนน},inprogress,,0,กำลังดำเนินการ
49,292168,ความสะอาด,12,กรุงเทพมหานคร,🎙️🔉🔊 แจ้งติดป้าย ❌ 🙅‍♀️🙅‍♂️🙅😤😠😡,,,,,,,,,,,,,,
352,291689,"ถนน,ความปลอดภัย,แสงสว่าง",91,กรุงเทพมหานคร,ถนน.เอกชัย36  หน้าซอย7 มืดๆไม่มีไฟนะ อยากได้ไฟส่องสว่าง เป็นอันตรายต่อการขับขี่,2022-47MG47,"['100.44116', '13.69029']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/4b4906801df50b983737e3066e289e527dc7b26f.jpg,,27 ซ. กำนันแม้น แขวง บางขุนเทียน เขตจอมทอง กรุงเทพมหานคร 10150 ประเทศไทย,จอมทอง,บางขุนเทียน,กรุงเทพมหานคร,2022-12-10 10:19:41.884537+00,"{ถนน,ความปลอดภัย,แสงสว่าง}",inprogress,,0,รอรับเรื่อง
540,291449,"ถนน,ป้าย",5,กรุงเทพมหานคร,พบป้ายโครงการหมู่บ้าน ทั้งถนนแก้วเงินทอง เป็นประจำศุกร์เสาร์อาทิตย์ ถ้ายังแก้ไขไม่ได้เดียวแจ้งทุกช่องทาง,2022-GZXWY3,"['100.45305', '13.76230']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/70d2ff7d7d7ba73dad8b603a2b59d0b8f3a4c65d.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/caee8663c94d31265dfff76d6e064d24d13e5eab.jpg,178 ถนน แก้วเงินทอง แขวง คลองชักพระ เขตตลิ่งชัน กรุงเทพมหานคร 10170 ประเทศไทย,ตลิ่งชัน,คลองชักพระ,กรุงเทพมหานคร,2022-12-10 04:38:18.577236+00,"{ถนน,ป้าย}",finish,1,0,เสร็จสิ้น
678,291264,"สะพาน,ถนน",5,กรุงเทพมหานคร,ติดป้ายโฆษณาผิดกฎหมายตั้งแต่ใต้สะพานราชพฤกษ์ตลอดถนนสวนผักทั้งสองฝั่ง,2022-7VCTZA,"['100.45948', '13.79299']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/6e1bafbe8cf532a92024d50adffc710cb7a4fd25.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/2a47ad518b43343149e8367da56ef6bb09cb148e.jpg,70/18 ถนน สวนผัก แขวง ตลิ่งชัน เขตตลิ่งชัน กรุงเทพมหานคร 10170 ประเทศไทย,ตลิ่งชัน,ตลิ่งชัน,กรุงเทพมหานคร,2022-12-09 23:33:40.822157+00,"{สะพาน,ถนน}",finish,4,0,เสร็จสิ้น
683,291258,ป้าย,6,กรุงเทพมหานคร,ป้ายกองโจร,2022-8YLZRU,"['100.42235', '13.70375']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/5fd5373223f904e56adb344349c4a1f52d0ffa6d.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/43aa284bc2e2f4077462cf672be862a29563bcb4.jpg,81/6 พัฒนาการ แขวง บางแค เขตบางแค กรุงเทพมหานคร 10160 ประเทศไทย,บางแค,บางแค,กรุงเทพมหานคร,2022-12-09 23:02:58.752873+00,{ป้าย},finish,5,0,เสร็จสิ้น
751,291162,แสงสว่าง,14,กรุงเทพมหานคร,ไฟถนนประชาราษฏร์บำเพ็ญ16-18ไม่ติดครับเขตห้วยขวาง,2022-NC3C9P,"['100.58155', '13.77756']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/3a6e4df4fc30580b078660f57e15da5eaa1f2fb7.jpg,,777/40 Pracharat Bamphen Road Samsen Nok Khet Huai Khwang Bangkok 10310 แขวง ห้วยขวาง เขตห้วยขวาง กรุงเทพมหานคร 10310 ประเทศไทย,ห้วยขวาง,ห้วยขวาง,กรุงเทพมหานคร,2022-12-09 12:13:10.279355+00,{แสงสว่าง},inprogress,,0,กำลังดำเนินการ
813,291067,"ถนน,ความปลอดภัย",12,กรุงเทพมหานคร,พื้นถนนไม่เรียบ มีการเทยางมะตอยแล้วเอาถุงคลุมทับ อันตรายต่อการเดิน และรถมอไซ,2022-HTADX8,"['100.50564', '13.69912']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/7cfa7f7b963a8f5b41efb839cf6f2411fa3ad161.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/66b008d86865e70d6f011d3ca4e5c7729884ad00.jpg,566/3 เจริญกรุง แขวง บางคอแหลม เขตบางคอแหลม กรุงเทพมหานคร 10120 ประเทศไทย,บางคอแหลม,วัดพระยาไกร,กรุงเทพมหานคร,2022-12-09 10:13:21.974069+00,"{ถนน,ความปลอดภัย}",finish,5,0,เสร็จสิ้น
ไฟกระพริบ 2เดือน ดับมืด 4เดือน รวมได้ 6เดือน,,,,,,,,,,,,,,,,,,,
🚩ประเสริฐมนูกิจ 39,,,,,,,,,,,,,,,,,,,
"ในการจัดการปัญหาดังกล่าว🥀🎁✌️✌️👏👏👏\"",2022-4L9T64,"['100.65565', '13.81930']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/f258d6031676b5bf9a44ae9d1e51159755b34922.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/ed9a45229fb3e6b3e63f743b6ef1d991f9fb3807.jpg,27/30 ถนน นวมินทร์ แขวง นวลจันทร์ เขต บึงกุ่ม กรุงเทพมหานคร 10230 ประเทศไทย,บึงกุ่ม,คลองกุ่ม,กรุงเทพมหานคร,2022-12-10 11:26:32.040444+00,{ความสะอาด},finish,,0,เสร็จสิ้น,,,,,
"ปล่อยบ้านรกร้าง มีงูเข้าไปอยู่ แต่ก่อนมีคนอุ้มสาวสลบใส่หลังกระบะมาจะมาข่มขืน ตอนนี้จ่ายเงินให้คนมาถางไปพันกว่าบาท ที่เหลือกลัวงูและคนจรจัดมาแอบอยู่อาศัย  ช่วยมาจัดการตัด/ขนต้นไม้ที่เหลือออกไปให้ด้วยจร้า ยุงเยอะมาก ปลวกก็มาไต่ขึ้นบ้าน\"",2022-7H3QNA,"['100.64895', '13.78068']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/4884d706653fd79b411afdca9c05702678bd5061.jpg,,1148 ซอย ศรีบูรพา 7 แขวง คลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240 ประเทศไทย,บางกะปิ,คลองจั่น,กรุงเทพมหานคร,2022-12-10 09:48:52.815411+00,"{คนจรจัด,ต้นไม้}",inprogress,,0,กำลังดำเนินการ,,,,,
370,291666,ความสะอาด,18,กรุงเทพมหานคร,เผาขยะใบไม้หรือสิ่งใดไม่ทราบได้อยุ่เป็นประจำ (สังเกตว่า พฤ ส) บางทีก็เช้า เย็น,2022-HTA6GE,"['100.48178', '13.65576']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/fb3cb62dc7d854ba84a62b377f0ede4ab1924f54.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/b4fbae3421488640ec7c2858e2cb86a4f4c3a1eb.jpg,122/65 ซอย พุทธบูชา 39 แขวง บางมด เขตทุ่งครุ กรุงเทพมหานคร 10140 ประเทศไทย,ทุ่งครุ,บางมด,กรุงเทพมหานคร,2022-12-10 09:37:04.686653+00,{ความสะอาด},finish,5,0,เสร็จสิ้น
801,291081,,91,กรุงเทพมหานคร,เช็ดกระจก,2022-H77KVW,"['100.55858', '13.72083']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/2424160de3f258e5bf97f2ff4ab21114ff57c9c3.jpg,,88 Ratchadapisek Road แขวง คลองเตย เขตคลองเตย กรุงเทพมหานคร 10110 ประเทศไทย,คลองเตย,คลองเตย,กรุงเทพมหานคร,2022-12-09 10:30:10.816334+00,{},inprogress,,0,รอรับเรื่อง
"รบกวนช่วยย้ายป้ายห้ามกลับรถมาไว้ใกล้ๆ แยกหน่อยครับ\"",2022-7WVTHA,"['100.65389', '13.81866']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/9d974ac41483fa39a84eb531f85ca2c3df169856.jpg,,ห้างจัสโก้นวมินทร์ แขวง นวลจันทร์ เขต บึงกุ่ม กรุงเทพมหานคร 10230 ประเทศไทย,บึงกุ่ม,นวลจันทร์,กรุงเทพมหานคร,2022-12-09 09:40:23.86274+00,"{ถนน,ป้าย}",inprogress,,0,รอรับเรื่อง,,,,,
879,290886,ถนน,9,กรุงเทพมหานคร,ถนนเสื่อมสภาพ,2022-ATH6BG,"['100.55433', '13.76473']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/e995c37520f1b03e23c4da33ef941ee9bef44034.jpg,,QH73+VPQ มิตรไมตรี ซอย 1 แขวง ดินแดง เขตดินแดง กรุงเทพมหานคร 10400 ประเทศไทย,ดินแดง,ดินแดง,กรุงเทพมหานคร,2022-12-09 06:55:10.136046+00,{ถนน},inprogress,,0,รอรับเรื่อง
901,290852,"ถนน,ความปลอดภัย,กีดขวาง",91,กรุงเทพมหานคร,ถนนดำรงรักษ์ บริเวณพิพิธภัณฑ์พระปกเกล้าถูกใช้เป็นที่จอดรถทัวร์ กีดขวางการข้ามถนน ไอร้อน รถจักรยาน คนเดินใช้ทางข้ามถนนหลานหลวง และดำรงรักษ์ลำบาก บทบังทัศนะวิสัย เป็นอันตราย,2022-7KRHVU,"['100.50620', '13.75602']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/09fb5e2cd05258b36aa39de4c6b575b7e92ba177.jpg,,2 ถนน หลานหลวง แขวง วัดโสมนัส เขตป้อมปราบศัตรูพ่าย กรุงเทพมหานคร 10100 ประเทศไทย,ป้อมปราบศัตรูพ่าย,บ้านบาตร,กรุงเทพมหานคร,2022-12-09 05:46:22.209228+00,"{ถนน,ความปลอดภัย,กีดขวาง}",inprogress,,0,รอรับเรื่อง
1062,290528,"ทางเท้า,ความปลอดภัย,ท่อระบายน้ำ,ป้าย",6,กรุงเทพมหานคร,1.เสาไฟฟ้ากีดขว้างทางเดินทางอาจทำให้เกิดอุบัติเหตุรบกวนแก้ไขด้วยครับ,,,,,,,,,,,,,,
1150,290363,ความสะอาด,5,กรุงเทพมหานคร,มีคนชอบบบทิ้งขยะที่นี่ประจำเลยคะ,2022-9MPWTG,"['100.55574', '13.73931']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/69454bd64e43d3a39fb52392ebe474002e985544.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/5a4b837090505b159be0b74ffac88d11f1eab524.jpg,4/31 Sukhumvit 8 แขวง คลองเตย เขตคลองเตย กรุงเทพมหานคร 10110 ประเทศไทย,คลองเตย,คลองเตย,กรุงเทพมหานคร,2022-12-08 10:58:13.49929+00,{ความสะอาด},finish,5,0,เสร็จสิ้น
1172,290335,"ความสะอาด,ท่อระบายน้ำ",5,กรุงเทพมหานคร,มีขยะอยู่ในท่อระบายน้ำปากซอยนราธิวาส11,2022-8AMYYK,"['100.53272', '13.71755']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/e640f164a11d9510260b4c8cc903d35846f66628.jpg,,BRT อาคารสงเคราะห์ แขวง ทุ่งมหาเมฆ เขต สาทร กรุงเทพมหานคร 10120 ประเทศไทย,สาทร,ทุ่งมหาเมฆ,กรุงเทพมหานคร,2022-12-08 10:22:49.507831+00,"{ความสะอาด,ท่อระบายน้ำ}",report,,0,รอรับเรื่อง
51,292166,ความสะอาด,12,กรุงเทพมหานคร,🎙️🔉🔊 แจ้งติดป้าย ❌ 🙅‍♀️🙅‍♂️🙅😤😠😡,,,,,,,,,,,,,,
106,292075,,83,เพื่อนชัชชาติ,รถบรรทุกดิน ปล่อยหินดินกระเด็นตลอดทาง ทะเบียนไม่ติด เลวมาก,2022-4778VF,"['100.52857', '13.85808']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/2f861af642447f2e043fe83445191331e9970f93.jpg,,50 Ngam Wong Wan Rd ตำบลบางเขน อำเภอเมืองนนทบุรี นนทบุรี 11000 ประเทศไทย,เมืองนนทบุรี,บางเขน,นนทบุรี,2022-12-11 07:13:24.713912+00,{},report,,0,รอรับเรื่อง
193,291929,สายไฟ,12,กรุงเทพมหานคร,ผมเป็นคนเดินถนนครับเห็นตู้ CC TV มีสายไฟโผล่ออกมาแล้วมีสายไฟโดนตัดครึ่งเลยไม่แน่ใจว่ากล้องวงจรปิดยังจะสามารถใช้งานได้หรือเปล่า,2022-DPE86P,"['100.64298', '13.74347']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/986eb79bdcb056ad027b7529152e60da24bbaeb1.jpg,,439 ถนน ศรีนครินทร์ แขวง สวนหลวง แขวงสวนหลวง กรุงเทพมหานคร 10250 ประเทศไทย,สวนหลวง,สวนหลวง,กรุงเทพมหานคร,2022-12-11 01:08:46.4926+00,{สายไฟ},report,,0,รอรับเรื่อง
426,291596,"ต้นไม้,แสงสว่าง",12,กรุงเทพมหานคร,ต้นไม้บังแสงไฟส่องสว่าง,2022-PZWLDR,"['100.60830', '13.69098']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/61d9c6e6a6acb235cdd76966e08d38365ba3c693.jpg,,2 ถ. สุขุมวิท แขวง บางจาก เขตพระโขนง กรุงเทพมหานคร 10260 ประเทศไทย,พระโขนง,บางจาก,กรุงเทพมหานคร,2022-12-10 07:13:42.110721+00,"{ต้นไม้,แสงสว่าง}",inprogress,,0,กำลังดำเนินการ
"ผู้แสดงตนมีอิทธิพลแผงลอยบนถนนข้าวสาร แสดงความป่าเถื่อนต่อเทศกิจ ขณะปฎิบัติหน้าที่\"",2022-FKNY8A,"['100.49781', '13.75864']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/d63f35189d256dcb2c2a4ddfec727fb45e2708e2.jpg,,190 ถนนข้าวสาร แขวง ตลาดยอด เขตพระนคร กรุงเทพมหานคร 10200 ประเทศไทย,พระนคร,ตลาดยอด,กรุงเทพมหานคร,2022-12-10 05:43:25.375776+00,"{ถนน,เสียงรบกวน}",report,,0,รอรับเรื่อง,,,,,
