_c0,message_id,type,type_id,org,comment,ticket_id,coords,photo,after_photo,address,district,subdistrict,province,timestamp,problem_type_abdul,status,star,count_reopen,state
461,291551,แสงสว่าง,12,กรุงเทพมหานคร,ไฟถนนเสีย,2022-E2PEZD,"['100.60229', '13.70272']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/e82206614726c543b53cc7b8905ef8495a94f995.jpg,,1788 ถ. สุขุมวิท แขวง บางจาก เขตพระโขนง กรุงเทพมหานคร 10260 ประเทศไทย,พระโขนง,บางจาก,กรุงเทพมหานคร,2022-12-10 06:35:06.279233+00,{แสงสว่าง},inprogress,,0,กำลังดำเนินการ
667,291276,ป้าย,6,กรุงเทพมหานคร,ป้ายกองโจร,2022-B6GAUW,"['100.42094', '13.69438']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/01a730af00a1dd4ec0d747c6683059769db73238.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/2d168bb1c3c02714ca15f9b80508180e122aaa91.jpg,232/4 ซ. บางแค 14 แขวง บางแค เขตบางแค กรุงเทพมหานคร 10160 ประเทศไทย,บางแค,บางแค,กรุงเทพมหานคร,2022-12-10 00:04:28.388178+00,{ป้าย},finish,5,0,เสร็จสิ้น
688,291248,สะพาน,12,กรุงเทพมหานคร,บนสะพานมีความเก่าเเก่เเละดูทรุดโทรม อยากให้มีการฉีดล้างกําเเพงปูนค่ะ,2022-N8VCP4,"['100.44363', '13.77332']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/ca730310a4f342e05b21227679b412a0725a9204.jpg,,12 ถ. ราชพฤกษ์ แขวง ฉิมพลี เขตตลิ่งชัน กรุงเทพมหานคร 10170 ประเทศไทย,ตลิ่งชัน,ฉิมพลี,กรุงเทพมหานคร,2022-12-09 17:41:04.831436+00,{สะพาน},inprogress,,0,รอรับเรื่อง
841,291012,ท่อระบายน้ำ,6,กรุงเทพมหานคร,ฝาท่อชำรุด,2022-AFH97Y,"['100.55022', '13.71991']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/c1cc51cb20937971fae259dcb5093dd67f871b40.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/9662dc912b1f52915cf7bd110acb27375f41287a.jpg,125/1 ซอย ไกรสีห์ แขวง ทุ่งมหาเมฆ เขต สาทร กรุงเทพมหานคร 10120 ประเทศไทย,สาทร,ทุ่งมหาเมฆ,กรุงเทพมหานคร,2022-12-09 08:47:17.876226+00,{ท่อระบายน้ำ},finish,,0,เสร็จสิ้น
882,290883,"ถนน,ทางเท้า",9,กรุงเทพมหานคร,ผิวถนน ช่วงที่ทำอุโมง  ตั้งแต่แยกมไหสววรค์ ยาวไปจนถึง แยกbtsตลาดพลู,,,,,,,,,,,,,,
วิ่งตอนกลางคืน และตั้งใจเร่งคันเร่งเพื่อให้เกิดเสียงดัง เป็นอุปสรรคต่อการนอนของ ลูกผม อายุ 1 ขวบ 4 เดือน,,,,,,,,,,,,,,,,,,,
1307,290023,,12,กรุงเทพมหานคร,เว็บไซต์​เข้าใช้งานไม่ได้สักระยะแล้วคับ รบกวนแก้ไขด้วย https://policy.bangkok.go.th/,2022-HAR6NM,"['100.55503', '13.76881']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/51bed5b63a6b590806e9f1910de9a5f5fdf54042.jpg,,QH93+JV3 แขวง ดินแดง เขตดินแดง กรุงเทพมหานคร 10400 ประเทศไทย,ดินแดง,ดินแดง,กรุงเทพมหานคร,2022-12-08 04:08:05.200164+00,{},inprogress,,0,รอรับเรื่อง
1378,289881,"ร้องเรียน,กีดขวาง,ความสะอาด,เสียงรบกวน",12,กรุงเทพมหานคร,คนสติไม่ดีหรือคนเมา(ไม่แน่ใจค่ะ)เก็บขยะมาวางกีดขวางทางเข้าออก เอะอะเสียงดัง บางวันตะโกนด่าคนอื่น แต่ที่เดือดร้อนสุดคือขยะที่เค้าเก็บมาเยอะมากส่งกลิ่นเหม็นค่ะ,2022-6UXNGF,"['100.66899', '13.74595']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/595c95a8c4854f40b6797787c1b3fbd470217b2a.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/90daa50d8d097453664502c5faf072b63acf73c7.jpg,15 ถนนกรุงเทพกรีฑา แขวง สะพานสูง เขตสะพานสูง กรุงเทพมหานคร 10240 ประเทศไทย,สะพานสูง,ทับช้าง,กรุงเทพมหานคร,2022-12-08 01:15:10.714965+00,"{ร้องเรียน,กีดขวาง,ความสะอาด,เสียงรบกวน}",finish,,0,เสร็จสิ้น
416,291606,สะพาน,14,กรุงเทพมหานคร,เปลี่ยนหลอดไฟใต้สะพานบีทีเอสบางหว้า,2022-9G2MUF,"['100.45950', '13.71972']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/3a930d658044369c3e7a95993a6fa5812bd3f987.jpg,,289 ถ. เพชรเกษม แขวง ปากคลองภาษีเจริญ เขตภาษีเจริญ กรุงเทพมหานคร 10160 ประเทศไทย,ภาษีเจริญ,ปากคลองภาษีเจริญ,กรุงเทพมหานคร,2022-12-10 07:21:31.075655+00,{สะพาน},inprogress,,0,รอรับเรื่อง
551,291436,ทางเท้า,6,กรุงเทพมหานคร,ฟุตบาทหน้าคอนโดศุภาลัย สูงต่ำไม่เท่ากัน ทำให้หกล้ม,2022-NWAWAF,"['100.58894', '13.74349']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/9da992c3dd2b35bf9b810136e186f8a6299342b6.jpg,,เลขที่ 2922 ถนน เพชรบุรีตัดใหม่ บางกะปิ แขวง บางกะปิ เขตห้วยขวาง กรุงเทพมหานคร 10310 ประเทศไทย,ห้วยขวาง,บางกะปิ,กรุงเทพมหานคร,2022-12-10 04:12:30.320944+00,{ทางเท้า},inprogress,,0,กำลังดำเนินการ
792,291095,"ทางเท้า,ความสะอาด,กีดขวาง",6,กรุงเทพมหานคร,มีรถขายของมาขายบนฟุตบาทหน้าพลัมคอนโดแจ้งวัฒนะทุกวันตอนเย็น กีดขวางทางเดิน ฟุตบาทของโครงการและกทม.เสียหายและทำสกปกทิ้งขยะไว้ทุกวัน,2022-LCMPNY,"['100.58766', '13.88062']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/8aa65e5ba0803baca6003e158263afd217b6d7b9.jpg,,71 ถ. แจ้งวัฒนะ แขวง ตลาดบางเขน เขต หลักสี่ กรุงเทพมหานคร 10210 ประเทศไทย,หลักสี่,ตลาดบางเขน,กรุงเทพมหานคร,2022-12-09 10:45:27.101535+00,"{ทางเท้า,ความสะอาด,กีดขวาง}",report,,0,รอรับเรื่อง
793,291094,ป้าย,5,กรุงเทพมหานคร,ป้ายกองโจร กลับมาอีกแล้ว,2022-GQ9T79,"['100.43695', '13.73698']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/0c6f8b45fc17b9f9c1542e5040b152bbdc677bce.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/3f2386d9858666ecc77b543474352d20a0966f16.jpg,102/3 ถ. บางแวก แขวง บางแวก เขตภาษีเจริญ กรุงเทพมหานคร 10160 ประเทศไทย,ภาษีเจริญ,บางแวก,กรุงเทพมหานคร,2022-12-09 10:44:51.493179+00,{ป้าย},finish,5,0,เสร็จสิ้น
เนื่องจากหลังโควิคระบาดรอบแรกทุเลาลง ได้พาลูกสาวไปทำบัตรประชาชนที่เขตบางขุนเทียน ไปแต่ไม่ได้ทำเพราะจำกัดจำนวนคนเข้ารับบริการ,,,,,,,,,,,,,,,,,,,
เป็นหลุมเป็นบ่อ บ้างจุดของผิวถนน,,,,,,,,,,,,,,,,,,,
1410,289834,,91,กรุงเทพมหานคร,จอดรถทิ้งไว้ในผิวจราจรนานมากแล้ว,2022-KLDL4T,"['100.64908', '13.84846']",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/54a8936e0a6040e746cef0bc9730630ef6b4331d.jpg,,เลขที่ 44/253 ซอย รามอินทรา 65 ถ. รามอินทรา แขวง ท่าแร้ง เขตบางเขน กรุงเทพมหานคร 10220 ประเทศไทย,บางเขน,ท่าแร้ง,กรุงเทพมหานคร,2022-12-08 00:22:38.37409+00,{},inprogress,,0,กำลังดำเนินการ
